,名称/规格,规格,批准文号,月售,评分,currentPrice,originalPrice
782,【处方药】敏使朗 甲磺酸倍他司汀片 6mg*30片,6mg*30片,国药准字H20040130,月售4份,,16,
783,【处方药】西比灵 盐酸氟桂利嗪胶囊 5mg*20粒,5mg*20粒,国药准字H10930003,月售3份,评分4,26,
784,三金 眩晕宁颗粒 8g*12袋,8G*12袋,国药准字Z45020604,,,46.2,
785,辉瑞 盐酸舍曲林片 50mg*14片,50mg*14片,国药准字H10980141,,,89,
786,以岭 枣椹安神口服液 10ml*10支,10ml*10支,国药准字B20020867,,,148,
787,康弘 舒肝解郁胶囊 0.36gx14粒x2板,0.36gx14粒x2板,国药准字Z20174037,,,58.5,
788,东宝 镇脑宁胶囊 0.3g*60粒,0.3G*60粒,国药准字Z10920037,,,21.5,
789,黛力新 氟哌噻吨美利曲辛片 20片,20片,国药准字H20130126,,,65.5,
790,利必通 拉莫三嗪片 50mg*30片,50mg*30片,国药准字H20140478,,,96,
791,得理多 卡马西平片 200mg*30片,200MG*30片,国药准字H11022279,,,29.8,
792,开浦兰 左乙拉西坦片 0.5gx10片x3板,0.5gx10片x3板,国药准字J20160085,,,208,
793,德巴金 丙戊酸钠缓释片 0.5g*30片,0.5g*30片,国药准字H20010595,,,72,
794,百优解 盐酸氟西汀胶囊 20mg*28粒,20mg*28粒,国药准字H20080016,,,256,
795,【处方药】石药集团 欧来宁 奥拉西坦胶囊 0.4g*24粒,0.4g*24粒,国药准字H20031033,,,98,
796,妥泰 托吡酯片 25mg*60片/盒,25mg*60片/盒,国药准字H20020555,,,88,
797,松柏 舒脑欣滴丸 42mg*50丸*2瓶,42mg*50丸*2瓶,国药准字Z20050041,,,62.5,
798,晶珠 舒心安神口服液 10ml*10支,10ml*10支,国药准字Z20025295,,,51.5,
799,欧力停 苯甲酸利扎曲普坦片 5mg*6片/盒,5mg（以利扎曲普坦计）,国药准字H20080740,月售1份,评分4,136.8,
800,世康特 全天麻胶囊 0.5g*12粒*3板,0.5g*12粒*3板,国药准字Z20003249,,评分4,29.4,
801,昆中药 宁神丸  4g*8袋,4g*8袋,国药准字Z53020879,,,41.8,
802,咪多吡 盐酸司来吉兰片 5mg*100s,5mg*100s,国药准字H20110397,,,368,
803,开浦兰 左乙拉西坦口服溶液 150ml,150mL,国药准字H20160153,,,265,
804,易倍清 盐酸美金刚片 10mg*24片/盒,10mg*24片/盒,国药准字H20130086,,,322,
805,曲莱 奥卡西平口服混悬液60mg/ml 100ml*1瓶,100ML*1瓶,国药准字H20140647,,,158,
806,彼迪 盐酸氯丙嗪片 25mg*100片,25mg*100片,国药准字H44021428,,,15,
807,曲莱  奥卡西平片  0.3g*50片,0.3G*50片,进口药品注册证号H20171032,,,175,
808,【处方药】思考林 胞磷胆碱钠胶囊 0.1g*12粒,0.1g*12粒,国药准字H20020220,,,28.9,
809,安理申 盐酸多奈哌齐片 10mg*7片/盒,10mg*7片/盒,国药准字H20070181,,,195,
810,迭力 加巴喷丁胶囊 0.3g*24粒/盒,0.3g*24粒,国药准字H20051068,,,61.8,
811,健朗星 奥拉西坦胶囊 0.4g*12粒,0.4G*12粒,国药准字H20030037,,,105.8,
812,易倍申 盐酸美金刚片 10mg*28片,10mg*28片,国药准字H20120268,,,428,
813,珂丹 恩他卡朋片 0.2g*30片,0.2g*30片,国药准字H20140221,,,265,
814,德巴金 丙戊酸钠口服溶液（无糖型） 300ml:12g（40mg/ml）,300mL,国药准字H20041435,,,85,
815,艾斯能 重酒石酸卡巴拉汀胶囊 3mg*28s,3mg*28s,国药准字H20150650,,,322,
816,安理申 盐酸多奈哌齐片 5mg*7片/盒,5mg*7片/盒,国药准字H20050978,,,148,
817,森福罗 盐酸普拉克索片 1mg*30粒,1mg*30粒,国药准字H20110070,,,590,
818,国风 健脑丸 400丸,400丸,国药准字Z37020791,,,298,
819,开浦兰 左乙拉西坦片 0.25gx10片x3板,0.25gx10片x3板,国药准字J20160087,,,148,
820,九芝堂 柏子养心丸 120g/盒,120g,国药准字Z11020080,,,32,
821,京益 硝酸甘油片  0.5mg*100片/瓶,0.5mg*100片/瓶,国药准字H11021022,月售3份,,48.8,
822,【处方药】中新 速效救心丸 40mg*60粒*3瓶,60粒*3瓶,国药准字Z12020025,,,31.2,49
823,同仁堂 复方丹参片 0.32g*60片/瓶,0.32g*60片/瓶,国药准字Z11021185,月售6份,,9,
824,金纳多 银杏叶提取物片 40mg*10片*2板,40mg*10片*2板,国药准字H20140768,月售3份,,42,
825,瑞吉安 果糖二磷酸钠口服液 10ml:1g*6支/盒,10ml:1g*6支/盒,国药准字H19990353,,,26.8,
826,【处方药】同仁堂 同仁牛黄清心丸 3g*6丸,3g*6丸,国药准字Z11020025,月售1份,,45,
827,【处方药】白云山 复方丹参片 200片,200片,国药准字Z44023372,月售2份,,29.8,
828,沃华 心可舒片 0.31g*24片*2板/盒,0.31g*24片*2板/盒,国药准字Z37020042,月售1份,,23.8,
829,【处方药】同仁堂 同仁牛黄清心丸 3g*10丸,3g*10丸,国药准字Z11020025,,,148,
830,神奇 银盏心脉滴丸120丸,25mg*120丸/盒,国药准字Z20053085,,,23,
831,以岭 参松养心胶囊 0.4g*24粒/盒,0.4g*24粒,国药准字Z20103032,,评分4,22.1,
832,维和 血塞通片 0.086g(含三七总皂苷50mg)*20片/盒,0.086g*20片/盒,国药准字Z53021488,,,19.1,
833,齐鲁 艾地苯醌片 30mg*12片,30mg*12片,国药准字H10970137,,,45,
834,泰嘉 硫酸氢氯吡格雷片 75mg*7片/盒,75mg*7片,国药准字H20000542,,,29.9,
835,尼达尔 尼莫地平片 30mg*50片/盒,30mg*50片/盒,国药准字H20043915,,,6.8,
836,康恩贝 银杏叶片 19.2mg*60片/盒,19.2mg*60片/盒,国药准字Z20027963,,,38,
837,同仁堂 愈风宁心片 0.28g*100片/瓶,0.28g*100片/瓶,国药准字Z11020473,,,24.8,
838,石药 盐酸美西律片 50mg*100片,50mg*100片,国药准字H13021318,,,12.5,
839,亚宝 曲克芦丁片 60mg*100粒,60mg*100粒,国药准字H14022940,,,6.1,
840,金纳多 银杏叶提取物滴剂 30ml:1.2g,30ml:1.2g,国药准字H20140770,,,59,
841,星辰牌 心宝丸 60mg*20丸/盒,60毫克*20丸,国药准字Z44021843,,,15.2,
842,敖东 血府逐瘀口服液 10ml*10支/盒,10ml*10支,国药准字Z10950063,,,31.4,
843,百奥 蚓激酶肠溶胶囊 30万iu*12粒/盒,30万iu*12粒/盒,国药准字H11021129,,,25,
844,喜辽妥 多磺酸粘多糖乳膏 40g,40g,国药准字H20150010,月售1份,,79,
845,仁和 阿司匹林肠溶片 50mgx25片x3板/盒,50mgx25片x3板,国药准字H14022744,,,14.8,
846,AESCUVEN? 迈之灵片 150mg*40片,150mg*40片,国药准字Z20140002,月售3份,,98,
847,仁和 心脑康胶囊  12粒*4板/盒,12粒*4板/盒,国药准字Z20044183,,,26.8,
848,喜辽妥 多磺酸粘多糖乳膏 14g,14g,国药准字H20110296,月售4份,,29.8,
849,拜阿司匹灵 阿司匹林肠溶片 100mg*30片/盒,30片,国药准字Z10950300,,,16.5,
850,【处方药】天士力 复方丹参滴丸 27mg*180粒,27mg*180粒,国药准字Z10950111,,,29.8,
851,步长 稳心颗粒(无蔗糖) 5g*9袋/盒,5g*9袋,国药准字Z10950026,,,28,
852,【处方药】葛泰 地奥司明片 0.45g*12片/板*2板/盒,0.45g*12片/板*2板,国药准字H20058471,,,32,
853,能气朗 辅酶Q10片 30片,30片,国药准字H10930021,,,29.8,
854,拜瑞妥  利伐沙班片  10mg*5片,10mg*5片,国药准字J20180075,月售13份,,145,
855,波立维 硫酸氢氯吡格雷片 75mg*7片,75mg*7片,国药准字J20180029,,,29.8,
856,【处方药】以岭 参松养心胶囊 36粒,每粒装0.4G,国药准字Z20103032,,,29.8,
857,红花牌 血府逐瘀胶囊 0.4g*24粒,0.4g*24粒,国药准字Z12020223,,,25,
858,西藏药业 诺迪康胶囊 0.28g*20粒/盒,0.28g*20粒/盒,国药准字Z10980020,,,22.5,
859,【处方药】地奥 心血康胶囊 0.1g*20粒,0.1g*20粒,国药准字Z10910051,,,13.5,
860,合贝爽 盐酸地尔硫卓缓释胶囊 90mg*10粒,90mg*10粒,国药准字H19990388,,,21.5,
861,以岭 通心络胶囊 0.26g*10粒*9板,0.26g*10粒*9板,国药准字Z19980015,,,78,
862,【处方药】步长 脑心通胶囊 0.4g*36粒,0.4g*36s,国药准字Z20025001,,,26.8,
863,【处方药】天士力 复方丹参滴丸 27mg*150丸*2瓶,27mg*150丸*2瓶,国药准字Z10950111,,,46.5,
864,诺欣妥 沙库巴曲缬沙坦钠片 100mg*14片,100mg*14片,国药准字H20171054,,,139,
865,可兰特 盐酸伊伐布雷定片 5mg*14片,5mg*14片,国药准字H20120088,,,125,
866,万爽力 盐酸曲美他嗪片 20毫克*30片,20毫克*30片,国药准字Z20055465,月售1份,,48.5,
867,石药 桂利嗪片 25mg*100片,25mg*100片,国药准字H13021658,,,3.9,
868,泰嘉 硫酸氢氯吡格雷片 25mg*60片,25mg*60片,国药准字H20000542,月售1份,,79,
869,喜格迈 尼可地尔片 5mg*30片,5mg*30片,国药准字H20110492,,,69,
870,【处方药】上药牌 麝香保心丸 22.5mg*42粒,22.5mg*42粒,国药准字Z31020068,,,37.8,
871,【处方药】多贝斯 羟苯磺酸钙胶囊 0.5g*20粒,0.5g*20粒,国药准字H20000713,,,35,
872,以岭 通心络胶囊 0.26g*30粒/盒,0.26g*30粒/盒,国药准字Z19980015,,,28,
873,恩必普 丁苯酞软胶囊 0.1g*24粒*1瓶/盒,0.1g*24粒*1瓶/盒,详见说明书,,,220,
874,同仁堂 同仁大活络丸 3.6g*6粒/盒,3.6g*6粒/盒,国药准字Z11020090,,,45,
875,倍林达 替格瑞洛片 90mg*56片,90mg*56片,国药准字J20130020,,,448,
876,诺欣妥 沙库巴曲缬沙坦钠片 50mg*28片,50mg*28片,国药准字H20170344,,,165,
877,凯那 贝前列素钠片 40μg*10片/盒,40μg*10片,国药准字H20083589,,,68,
878,众生 复方血栓通胶囊   0.5g*60粒/盒,0.5g*60粒,详见说明书,,,48,
879,鲁南 单硝酸异山梨酯缓释片 40mg*24片,40mg*24片,国药准字H19991039,,,48,
880,以岭 芪苈强心胶囊 0.3g*36粒/盒,0.3g*36粒/盒,国药准字Z20040141,,,39,
881,怡开 胰激肽原酶肠溶片 120单位*24片,120单位*24片,国药准字H19993089,,,31.8,
882,同仁堂 消栓通络片 0.38g*60片/瓶,0.38g*60片/瓶,国药准字Z20013047,,,26,
883,石药 盐酸普罗帕酮片 50mgx50片,50mgx50片,国药准字H13021670,,,9.8,
884,仁和 舒心宁片 0.31gx18片x3板,0.31gx18片x3板,国药准字Z41020778,,,25.2,
885,仁和 安宫牛黄丸 3gx1丸,3gx1丸,国药准字Z36021832,,,498,
886,【处方药】吉泰安 心元胶囊 0.3g*20粒,0.3g*20粒,国药准字Z10970090,,,30.8,
887,乐普 硫酸氢氯吡格雷片 25mg*20片,25mg*20片,国药准字H20123115,,,34.2,
888,泰嘉 硫酸氢氯吡格雷片75mg*28片/盒,75mg*28片,国药准字H20120035,,,98,
889,拜瑞妥  利伐沙班片  20mg*7片,20mg*7片,国药准字J20180077,,,249,
890,通经路达 脑得生片 60片/盒,60片/盒,国药准字Z22023795,,,11.5,
891,华西牌 乐脉颗粒 3g*15袋/盒,3g*15袋/盒,国药准字Z51022292,,,21,
892,泰毕全 达比加群酯胶囊 110mg*10粒/盒,110mg*10粒/盒,国药准字J20130064,,,168,
893,依姆多 单硝酸异山梨酯缓释片 30mg*7s,30mg*7s,国药准字H20030417,,,14.8,
894,帥克 硫酸氢氯吡格雷片 75mg*10片/盒,75mg*10片,国药准字H20123115、国药准字H20123116,,,45,
895,同仁堂 安宫牛黄丸 3g/盒,3克,国药准字Z11020959,,,780,
896,同仁堂 再造丸 9g*10丸/盒,9g*10丸/盒,国药准字Z11020189,,,138,
897,太平洋 硝酸异山梨酯片 5mg*100片,5mg*100片,国药准字H12020816,,,11.8,
898,广誉远 牛黄清心丸(局方)  3g*4丸/盒,3g*4丸/盒,国药准字Z14021721,,,198,
899,帅泰 硫酸氢氯吡咯雷片 25mg*10片/盒,25mg*10片/盒,国药准字Z10951148,,,25.8,
900,Orion Pharma  华法林钠片  3mg*100片,3MG*100片,进口药品注册证号H20171095,,,52,
901,【处方药】帅信 硫酸氢氯吡格雷片 75mg*7片,75mg*7片,国药准字H20123116,,,29,
902,同仁堂 醒脑牛黄清心片 0.29g*30片/盒,0.29g*30片/盒,详见说明书,,,12.5,
903,同仁堂 偏瘫复原丸 9g*10粒/盒,9g*10粒/盒,国药准字Z11020111,,,18,
904,阿斯德 铝镁匹林片(Ⅱ) 7片,7片,国药准字H20174102,,,39,
905,泰嘉 硫酸氢氯吡格雷片 20片/盒,20片/盒,国药准字H20000542,,,35,
906,上药牌 麝香保心丸 22.5mg*60丸,22.5mg*24s,国药准字Z31020068,,,52,
907,培达 西洛他唑片 50mg*12片/盒,50mg*12片/盒,国药准字H10960014,,,62.6,
908,同仁堂 安宫牛黄丸  3g/粒/盒,3g*1粒,国药准字Z11020076,,,780,
909,[邦廸]防水创可贴(已灭菌)70mmx22mmx10片,,,月售31份,评分4.2,9.9,
910,[新康泰克]通气鼻贴10片(肤色型(标准),,,月售15份,评分4,16.58,20.5
911,[六神]花露水 95ml,,,月售6份,评分4,10.3,
912,[创邦医疗]口腔溃疡膜φ1.2cmx6片(圆形),,,月售19份,,15.8,
913,[百多邦]创面消毒喷雾剂(包装图案不同，随机发货)70ml,,,月售5份,评分4.4,21.25,25
914,[开颜]弹性绷带7.5cmx4mx1卷(PBT型),,,月售5份,评分4,9.8,
915,[开颜]棉签(竹杆棉花棒)160支(Ⅱ型),,,月售2份,,15.5,
916,[开颜]酒精棉片3cmx6cmx1片x20袋,,,月售1份,评分4,13.4,
917,[冰王]避蚊乐喷剂50ml,,,月售5份,评分4,18.9,
918,开颜 防水透气创可贴 （家庭组合装）,,,月售3份,评分4,10,
919,[江赫]棉签(普通级)7cmx56支(纸棒 双头 大头),,,,评分4,9.5,
920,[安尔碘]皮肤消毒液(Ⅲ型)60ml,,,月售1份,评分4,17.6,
921,万通筋骨贴7cmx10cmx10贴(微孔型),,,月售11份,评分4,18.52,22.8
922,[护卫专家]医用冰袋(一次性)200g(OPIS-BD-Ⅱ),,,月售14份,评分4,10.4,
923,[海氏海诺]碘伏消毒液0.15mlx24支,,,月售9份,评分4.4,11.5,
924,[jintoo]乙醇消毒液100ml(75%±5%),,,月售7份,,9.9,
925,[jintoo]碘伏消毒液100ml,,,月售4份,,9.9,
926,[开颜]创可贴(超薄透明防水 已消毒)12片(防水透气型),,,月售1份,评分4,15.5,
927,[开颜]创可贴(肘膝踝关节组合 已消毒)76mmx65mmx3片(普通型),,,月售4份,,15.2,
928,[开颜]创可贴(弹性 已消毒)72mmx19mmx100片(弹性透气型),,,月售1份,,20.8,
929,[袋鼠医生]医用碘伏棉签(自流式)8cmx20支,,,月售16份,评分4,12.8,
930,[仁和健途]驱蚊祛痱花露水200ml,,,,评分4,12.9,
931,[开颜]创可贴（弹性组合）,,,,评分2,14.5,
932,[美信诺]酒精棉片60mmx30mmx50片,,,月售4份,评分4.2,9.9,
933,[仁和]驱蚊贴24贴,,,月售83份,评分4.4,15.8,
934,[闪亮]烫熨治疗贴(眼部)55mmx55mmx2袋,,,月售10份,评分4,5,16.9
935,[海滋露]生理性海水鼻腔喷雾器20ml(ML-Ⅱ型),,,月售7份,评分4,20.8,
936,[开颜]一次性使用无菌敷贴(无纺布基材)9cmx10cmx5片(独立包装 B型),,,,,26.3,
937,[海氏海诺]晕车快贴肚脐贴5.0cmx3片+耳根贴3.0cmx6片(圆形),,,,,19.4,
938,[宝恩]鼻腔护理器(生理性海水)50ml,,,,,57.5,
939,[开颜]弹性绷带7.5cmx4.5mx1卷(自粘型),,,月售2份,评分4,26,
940,[仁和]驱蚊液(瓶装)60ml,,,月售1份,,19,
941,[开颜]创可贴(万人迷)48mmx48mmx15片,,,,,20.5,
942,[护卫专家]医用阴道冲洗器(PVC直喷6孔软头)100mlx3只(Ⅰ型 由聚丙烯材料制成),,,,,26.8,
943,[护卫专家]口腔给药器(新生儿可用)5mlx1只(气囊型),,,,,17.6,
944,[开颜]创可贴(猫奴必备 已消毒)58mmx44mmx15片(防水透气型),,,月售4份,,20.5,
945,[康祝]真空拔罐器B1x12,,,月售1份,,47.3,
946,[虎镖]蚊怕水50ml,,,月售1份,,31.3,
947,[江赫]酒精棉球25只,,,月售2份,评分4.6,9.9,
948,[小林冰宝贴]医用退热贴12片(50mmx65mmx2片x6袋(全身用),,,月售2份,,47.3,
949,[捷豹]晕车贴直径2.5cmx2贴x2袋,,,月售1份,评分4,16.8,
950,[江赫]医用自粘敷料(灭菌级)9cmx20cmx1片,,,,,10.3,
951,[克林诺斯]鼻腔护理器(生理性海水)50ml,,,,,54.8,
952,[护彤]医用退热贴40mmx110mmx2贴,,,,,19,
953,[邦廸]透气创可贴(已灭菌 轻薄透气)70x19mm(吸收垫25.4x12.5mm)x16片(条形),,,月售19份,评分4,9,
954,[邦廸]透明防水创可贴(已灭菌)63mmx25mmx5片,,,月售15份,评分4,6,
955,[江赫]医用纱布绷带(非无菌 普通级)8cmx600cmx2卷,,,月售13份,评分4.4,9,
956,[欧洁]医用碘伏棉棒70mmx50支(普通型),,,月售4份,,5.7,
957,[仁和]医用退热凝胶30gx1瓶,,,,,19.9,
958,[邦廸]防水创可贴(已灭菌)70mmx22mmx5片,,,月售5份,评分4.4,5.8,
959,[鱼跃]颈椎牵引器B型,,,,,107.8,
960,[新康泰克]通气鼻贴8片(儿童型),,,月售7份,评分4.3,16.58,21.5
961,[六神]花露水195ml,,,月售4份,评分4,14.9,
962,[创邦医疗]口腔溃疡膜φ1.2cmx8片(圆形),,,月售7份,评分5,32,
963,[六神]驱蚊花露水(薄荷香型)195ml,,,月售3份,评分4,16.4,
964,[鲁福]医用脱脂棉,,,月售3份,,3.6,
965,[江赫]医用纱布片(灭菌级)7.5cmx7.5cm-8层x5片,,,月售19份,评分4,3.2,
966,[破立妥]皮肤消毒喷雾剂10ml,,,月售1份,,26,
967,[龙虎]花露水90ml,,,,,13.4,
968,[开颜]压敏胶带2.5cmx5mx1卷(A型),,,月售11份,评分4,6.1,
969,[江赫]医用纱布片(绿色纱布片 灭菌级)7.5cmx7.5cm-8层x5片,,,月售4份,评分4.5,6.5,
970,[袋鼠医生]医用酒精棉球(无菌)25粒(小号),,,月售8份,评分4.2,5,
971,[江赫]医用胶带(非织造布胶带 普通级)1.25cmx910cmx1卷,,,月售1份,评分4,4.7,
972,[开颜]棉签(原名：医用棉签)(竹杆棉花棒)100支(Ⅱ型),,,月售5份,评分4.7,6.8,
973,[六神]驱蚊花露水（清新花香）180ml,,,月售6份,,20,
974,[新康泰克]通气鼻贴10片(透明型(标准),,,,评分4,17.42,21.5
975,[久光]医用退热贴(儿童型 特惠加量装)5cmx11cmx(12+4片),,,,,77.4,
976,[六神]花露水(花漾清新 喷雾)180ml,,,月售3份,,21.8,
977,[bikit]驱蚊扣-珀利5.3g,,,,,25.8,
978,[安尔碘]皮肤消毒剂60ml,,,月售7份,评分4,7.1,
979,[康祝]真空拔罐器B1x24(内附刮痧油、刮痧板),,,,,102.9,
980,[雅思]压力绷带(通用型护腕)XL(916),,,,,28,
981,[江赫]棉签(消毒级)10cmx50支(竹棒),,,月售30份,评分4.2,2.8,
982,[开颜]一次性使用无菌敷贴(PU基材)9cmx10cmx5片(独立包装 B型),,,,评分5,36.8,
983,[宝松]医用阴道冲洗器大号,,,月售43份,评分4,1.5,
984,[稳健医疗]医用纱布片(灭菌级)7.5cmx7.5cm-8Px2片,,,月售42份,,2.4,
985,[冰王]避蚊花露水65ml,,,,,26,
986,[仁和]尔肤宝炉甘石抗菌洗液100ml,,,,,9.9,
987,[虎镖]洋甘菊护肤止痒花露水90ml,,,,,29.8,
988,[jintoo]医用棉签(单头竹棒)8cmx100支(HN-02),,,月售63份,评分4.2,0.1,3.9
989,[利尔康]碘伏消毒液100ml,,,月售52份,评分4,3.7,
990,[淮海]一次性使用医用口罩(灭菌级 儿童款)145mmx90mmx10片(耳挂式),,,月售38份,评分4,7.6,
991,[稳健医疗]接触性创面敷贴(灭菌级)9cmx10cmx1片(居中衬垫5cmx6cm 普通型),,,月售22份,评分4,3.5,
992,[仁和健途]医用碘伏消毒棉球25粒,,,月售18份,,5.9,
993,[江赫]医用自粘敷料(灭菌级)9cmx10cmx1片,,,月售10份,评分4,6.5,
994,[jintoo]创口贴20片(62mmx25mm、69mmx28mm)(透明防水型),,,月售6份,,7.2,
995,[美愈]液体创可贴5g,,,月售6份,评分4,49.8,
996,[稳健医疗]透气胶带(非织造布胶带 普通级)1.25cmx9.1mx1卷(A型),,,月售5份,,5,
997,[江赫]医用自粘敷料(灭菌级)9cmx15cmx1片,,,月售5份,,8.2,
998,[安尔碘]Ⅲ型皮肤消毒液50ml,,,月售3份,,20.8,
999,[仁和健途]医用酒精消毒棉球25粒,,,月售3份,,5.9,
1000,[汉磁]灸热贴2贴(HC-B 肩痛贴),,,月售2份,,41.8,
1001,[药联]晕车快贴肚脐贴φ5.0cmx2片+耳根贴φ3.0cmx4片(圆形),,,月售2份,评分4,7.6,
1002,[邦好宁]创口贴70mmx18mmx20片(舒适型),,,月售2份,,5.8,
1003,[千金净雅]医用护理垫(千金净雅妇科专用棉巾)290mmx6片(极薄量多型),,,月售1份,,20.8,
1004,【2瓶装】[百多邦]创面消毒喷雾剂70mlx2瓶,,,月售1份,,45.8,
1005,【2瓶装】[仁和健途]驱蚊祛痱花露水200mlx2瓶,,,月售1份,评分4,21,
1006,[康祝]真空拔罐器B1x6,,,月售1份,评分5,26.3,
1007,[九远]可调式鼻腔清洗器60ml,,,月售1份,,45,
1008,[陕南艾]艾灸贴(六道灸)10壮,,,月售1份,,12.8,
1009,[俏蜻蜓]卡通防护手环(颜色随机)1条卡通手环+2片防护香片,,,,,26.3,
1010,[鱼跃]防褥疮垫圆形坐垫式(赠打气筒),,,,,30.8,
1011,[千金净雅]医用护理垫(千金净雅妇科专用棉巾)190mmx10片(极薄量少型),,,,,20.8,
1012,[雅思]压力绷带(通用型护膝)L(930),,,,,38,
1013,[艾暖]医用冷敷头带80gx1只(OPIS-CH-IC),,,,,37.8,
1014,[英和婴宝]医用冷敷凝胶15g(儿童型),,,,,39.9,
1015,[衡康]接尿器A02(男士专用型),,,,,25,
1016,[得力把]医用·护理垫(尿片式 男女适用)220mmx500mmx30片(S小号),,,,,50.4,
1017,[护卫专家]医用阴道冲洗器(PE/8孔侧喷)100mlx1只(Ⅲ型 由聚乙烯材料制成),,,,,4,
1018,[江赫]脱脂棉球(普通级)25g(0.5g),,,,评分5,6.1,
1019,[千金净雅]医用护理垫(千金净雅妇科专用棉巾)290mmx5片(量多型),,,,,16.7,
1020,[铭爱威]天然植物精油驱蚊扣38.5x38.5mmx2枚,,,,,31.3,
1021,[千金净雅]医用护理垫(千金净雅妇科专用棉巾)360mmx4片(超量型),,,,,16.7,
1022,[隆力奇]蛇胆花露水95ml,,,,,7.5,
1023,[龙虎]金露花露水90ml,,,,评分4,20.8,
1024,[仁和]驱蚊夹驱蚊精油5ml+驱蚊夹,,,,,16.9,
1025,[急痛加护贴]医用冷敷贴10cmx14cmx2枚,,,,,58,
1026,[康泰克净呼吸]海水鼻腔喷雾器100ml,,,,,114.7,135
1027,[康祝]弹力绷带(肩部)L(41cm-44cm)(肩部KD4662),,,,,99,
1028,[Hisamitsu]解热贴(婴幼儿型0-2岁使用)6片(4cmx8cmx2片x3袋),,,,,35.8,
1029,[金戈]喷剂敷料3mlx2支(时久型),,,,,168,
1030,[千金净雅]医用护理垫(千金净雅妇科专用棉巾)420mmx4片(中薄特量超大型),,,,,20.8,
1031,[舒痕]硅凝胶7g,,,,,128,
1032,[健途]烫熨治疗贴(足用型)26mmx48mmx2片,,,,,16.9,
